brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,warranty,Touchscreen,msoffice,rating,Price
1,1,2,1,3,1,1,0,2,1,2,0,0,0,2,87990
1,1,2,1,3,1,1,0,2,1,2,3,0,0,3,84500
3,1,2,1,3,5,1,0,2,1,0,3,0,0,3,74190
5,1,2,1,3,1,1,0,2,1,0,0,0,0,2,64990
5,1,2,0,3,1,6,3,2,1,0,2,0,0,2,155411
5,1,2,0,3,1,6,3,2,1,0,2,0,0,2,125394
7,1,2,1,3,1,0,1,2,1,0,3,0,0,2,49990
7,1,2,1,3,1,0,1,2,1,0,0,0,0,2,46990
3,1,2,1,3,1,0,1,2,1,0,0,0,0,2,48990
7,1,2,5,3,1,0,1,2,1,1,0,0,0,3,59999
1,1,2,0,3,1,0,1,2,1,0,0,0,0,3,46990
6,1,2,0,3,1,0,1,2,1,2,1,0,0,3,52990
5,1,2,4,3,1,0,1,2,0,1,3,0,0,2,57999
5,1,2,3,3,0,0,1,2,1,0,3,0,0,2,52490
5,1,2,5,3,1,0,1,2,1,2,0,0,0,3,56990
7,1,2,5,3,1,0,1,2,1,1,0,0,0,3,61990
3,1,2,1,3,1,0,1,2,0,0,3,0,0,2,58090
1,1,2,0,3,1,0,1,2,1,0,3,0,0,2,56990
7,1,2,5,3,1,0,1,2,1,0,0,0,0,2,61597
1,1,2,5,3,1,0,1,2,1,0,3,0,0,2,81990
1,1,2,0,3,1,0,1,2,1,0,3,0,0,2,61249
3,1,2,1,3,1,0,1,2,0,0,3,0,0,2,58990
1,1,2,0,3,1,0,1,2,1,1,3,0,0,2,83990
6,1,2,0,3,4,0,3,0,0,3,3,0,0,3,291190
6,1,2,0,3,4,0,3,0,0,3,3,0,0,3,145990
6,1,2,0,3,4,0,3,0,0,4,3,0,0,3,179990
4,1,2,5,3,1,0,1,2,1,1,0,0,0,3,64990
4,1,2,5,3,1,0,1,2,1,0,0,0,0,3,46790
4,1,2,4,2,1,0,1,2,1,0,0,0,0,3,44599
7,1,2,5,3,1,0,1,2,1,1,0,0,0,3,72964
4,1,2,0,3,1,0,1,2,0,0,0,0,0,2,48790
7,1,2,0,3,1,0,1,2,1,1,0,0,0,2,56491
1,1,2,1,3,1,4,1,2,0,0,0,0,0,3,50990
1,1,2,0,3,1,4,1,2,1,2,3,0,0,3,55990
7,1,2,1,3,1,4,1,2,1,0,0,0,0,3,57990
1,1,2,1,3,1,4,1,2,1,0,0,0,0,2,52990
3,1,2,1,3,1,4,1,2,1,0,0,0,0,3,57990
7,1,2,1,3,1,4,1,2,1,0,0,0,0,3,56990
7,1,2,1,3,1,4,1,2,1,0,3,0,0,2,55490
3,1,2,1,3,1,4,1,2,1,1,0,0,0,2,62490
1,1,2,1,0,1,4,1,2,1,0,0,0,0,3,64990
5,1,2,1,3,1,4,1,2,1,1,0,0,0,3,59990
1,1,2,1,3,1,4,1,2,1,1,0,0,0,3,60190
1,1,2,6,3,1,4,1,2,1,2,3,0,0,3,54490
5,1,2,6,3,1,4,1,2,1,2,0,0,0,3,60990
3,1,2,1,2,1,4,1,2,1,0,0,0,0,3,55790
1,1,2,1,0,1,4,1,2,1,0,0,0,0,3,64990
1,1,2,1,0,1,4,1,2,1,0,3,0,0,3,58990
3,1,2,1,3,1,4,1,2,1,0,0,0,0,2,54990
4,1,2,1,3,1,4,1,2,1,2,0,0,0,3,71990
3,1,2,1,3,1,4,1,2,1,1,0,0,0,2,69900
5,1,2,1,3,1,4,1,2,1,1,0,0,0,3,65990
1,1,2,1,3,1,4,1,2,1,0,0,0,0,2,49990
3,1,2,1,3,1,4,1,2,1,0,0,0,0,3,58990
5,1,2,0,3,1,4,1,2,1,2,3,0,0,3,74590
1,1,2,0,3,1,4,1,2,0,1,3,0,0,4,58990
1,1,2,1,3,1,4,1,2,1,0,0,0,0,2,64990
3,1,2,1,3,1,4,1,2,1,1,3,0,0,2,66490
3,1,2,0,3,1,4,1,2,1,2,3,0,0,3,77900
3,1,2,1,3,1,4,1,2,1,1,3,0,0,2,67490
3,1,2,1,3,1,4,1,2,1,0,0,0,0,2,61990
3,1,2,1,3,1,4,1,2,1,0,0,0,0,3,58990
5,1,2,0,3,1,4,1,2,1,2,3,0,0,3,74999
1,1,2,1,3,1,4,1,2,1,0,0,0,0,4,68900
3,1,2,1,3,1,4,1,2,1,1,3,0,0,3,71695
7,1,2,1,0,1,4,1,2,1,0,3,0,0,2,62490
3,1,2,5,3,1,0,2,2,1,1,0,0,0,3,62317
6,1,2,0,3,4,0,3,0,0,4,3,0,0,2,207290
3,1,3,5,0,1,4,0,2,1,2,0,0,0,3,87990
2,1,3,5,3,1,4,0,2,1,0,3,0,0,2,73990
1,1,3,0,0,1,6,0,2,1,0,0,0,0,3,57990
1,1,3,0,3,1,6,0,2,1,2,3,0,0,3,61990
6,1,3,0,0,1,6,0,2,1,2,1,0,0,3,79990
5,1,3,0,3,1,6,0,2,1,2,0,0,0,3,68990
5,1,3,1,0,1,6,0,2,1,0,0,0,0,3,85990
5,1,3,1,0,1,6,0,2,1,2,0,0,0,3,99990
1,1,3,1,3,1,6,0,2,1,0,0,0,0,3,77990
5,1,3,1,3,1,6,0,2,1,2,3,0,0,3,79990
4,1,3,1,0,1,6,0,2,1,2,0,0,0,4,93190
1,1,3,1,0,5,6,0,2,1,0,0,0,0,2,94990
5,1,3,1,0,1,6,0,2,1,0,2,0,0,3,84990
6,1,3,0,3,1,6,0,2,1,0,3,0,0,3,57990
4,1,3,1,0,1,6,0,2,1,0,0,0,0,3,102990
3,1,3,1,0,1,6,0,2,1,2,0,0,0,2,99990
1,1,3,1,0,1,6,0,2,1,2,3,0,0,3,94990
4,1,3,1,0,1,6,0,2,1,0,0,0,0,2,104000
6,1,3,1,0,1,6,0,2,1,1,3,0,0,2,76990
4,1,3,1,0,1,6,0,2,1,2,0,0,0,3,90190
5,1,3,1,0,1,6,0,2,0,0,3,0,0,2,88488
6,1,3,0,0,1,6,0,2,1,2,0,0,0,3,109990
6,1,3,1,0,1,6,0,2,1,2,3,0,0,2,86990
6,1,3,1,0,5,6,0,2,1,0,0,0,0,2,89990
4,1,3,0,0,3,6,0,2,1,0,0,0,0,2,239759
1,1,3,1,0,1,6,0,2,1,1,0,0,0,3,78990
3,1,3,5,0,0,6,0,2,1,0,0,0,0,0,121890
1,1,3,5,0,3,6,0,2,1,0,0,0,0,3,85990
6,1,3,1,0,1,6,0,2,1,2,1,0,0,2,94990
4,1,3,1,0,1,6,0,2,1,2,0,0,0,3,92000
4,1,3,0,0,1,6,0,2,1,0,0,0,0,2,162990
3,1,3,1,0,5,6,0,2,1,0,0,0,0,4,135300
6,1,3,1,0,1,6,0,2,1,0,3,0,0,3,64990
5,1,3,0,0,1,6,0,2,1,0,2,0,0,2,174527
5,1,3,0,0,1,6,0,2,1,0,3,0,0,2,162299
3,1,3,0,0,1,6,0,2,1,0,0,0,0,2,109190
4,1,3,1,0,1,6,0,2,1,0,0,0,0,2,99999
6,1,3,0,0,1,6,0,2,1,1,0,0,0,3,104990
1,1,3,1,0,5,6,0,2,1,0,3,0,0,2,109990
1,1,3,5,0,0,6,0,2,1,0,0,0,0,3,99990
5,1,3,5,0,1,6,0,2,1,1,3,0,0,2,244801
1,1,3,1,0,5,6,0,2,1,0,3,0,0,2,94990
5,1,3,5,0,1,6,0,2,1,0,0,0,0,2,86000
5,1,3,0,0,1,6,0,2,0,1,3,0,0,2,162399
4,1,3,1,0,1,6,0,2,0,0,3,0,0,2,119599
5,1,3,0,0,3,6,0,2,1,0,3,0,0,2,211753
5,1,3,1,0,1,6,0,2,0,0,3,0,0,2,110999
1,1,3,5,3,3,6,0,2,1,0,0,0,0,3,81990
6,1,3,6,3,1,6,0,2,1,2,1,0,0,3,66990
6,1,3,0,0,1,1,0,2,1,3,1,0,0,3,84990
1,1,3,1,0,5,1,0,2,1,1,0,0,0,2,104990
1,1,3,1,0,5,1,0,2,1,0,0,0,0,2,134990
1,1,3,1,0,1,1,0,2,1,2,3,0,0,3,98990
4,1,3,0,0,1,1,0,2,1,3,0,0,0,3,144690
1,1,3,1,0,5,1,0,2,1,0,3,0,0,2,99990
6,1,3,1,0,1,1,0,2,1,3,1,0,0,3,119990
1,1,3,1,0,1,1,0,2,0,2,0,0,0,2,194990
1,1,3,0,0,3,1,0,2,1,1,0,0,0,3,124990
3,1,3,1,0,1,1,0,2,1,1,3,0,0,2,122410
4,1,3,0,0,1,1,0,2,1,0,0,0,0,3,179990
6,1,3,1,0,1,1,0,2,1,2,1,0,0,3,154990
5,1,3,1,0,5,1,0,2,1,0,0,0,0,2,122990
1,1,3,0,0,1,1,0,2,1,3,0,0,0,3,224990
6,1,3,2,0,2,1,0,2,1,4,3,0,0,2,279990
4,1,3,1,0,1,1,0,2,1,2,3,0,0,2,121990
4,1,3,1,0,1,1,0,2,1,2,3,0,0,2,116990
5,1,3,1,0,1,1,0,2,1,3,3,0,0,3,151098
6,1,3,1,0,1,1,0,2,1,4,1,0,0,3,129990
4,1,3,1,0,5,1,0,2,1,0,0,0,0,2,149999
6,1,3,2,0,1,1,0,2,1,3,3,0,0,3,139990
7,1,3,1,0,1,1,0,2,1,3,0,0,0,3,129990
4,1,3,1,0,1,1,0,2,1,4,0,0,0,2,171990
3,1,3,1,0,1,1,0,2,1,1,0,0,0,3,93955
1,1,3,0,0,1,1,0,2,1,4,3,0,0,2,234990
4,1,3,1,0,5,1,0,2,1,0,0,0,0,2,128500
5,1,3,1,0,1,1,0,2,1,0,0,0,0,3,102990
1,1,3,1,0,5,1,0,2,1,0,0,0,0,3,119990
1,1,3,1,0,1,1,0,2,0,3,3,0,0,2,120980
1,1,3,1,0,1,1,0,2,0,3,0,0,0,3,157249
5,1,3,6,0,1,1,0,2,1,2,3,0,0,2,229900
1,1,3,1,0,1,1,0,2,1,3,0,0,0,2,131500
1,1,3,0,0,3,1,0,2,1,0,3,0,0,4,154990
1,1,3,0,0,3,1,0,2,1,0,3,0,0,2,165990
5,1,3,0,0,5,1,0,2,1,0,3,0,0,1,119990
1,1,3,0,0,3,1,0,2,1,0,3,0,0,2,167990
4,1,3,1,0,5,1,0,2,1,0,0,0,0,2,165000
2,1,3,0,0,1,1,0,2,1,0,3,0,0,2,62990
5,1,3,1,0,4,1,0,2,1,0,0,0,0,2,85990
4,1,3,1,0,1,1,0,2,1,1,0,0,0,2,94990
4,1,3,1,0,1,1,0,2,1,3,0,0,0,2,136990
5,1,3,0,0,1,1,0,2,1,4,0,0,0,2,234990
7,1,3,0,0,1,3,0,2,1,4,0,0,0,2,159990
1,1,3,0,0,3,3,0,2,1,0,3,0,0,2,233990
1,1,3,0,0,1,0,1,2,1,1,3,0,0,2,93990
4,1,3,5,0,1,2,1,2,1,2,0,0,0,2,116941
6,1,3,0,3,1,4,1,2,1,2,1,0,0,3,63990
1,1,3,0,0,1,4,1,2,1,2,3,0,0,3,66990
1,1,3,1,0,1,4,1,2,0,0,3,0,0,2,82500
7,1,3,0,0,1,4,1,2,1,3,0,0,0,3,119990
6,1,3,0,0,1,4,1,2,1,2,2,0,0,2,159990
1,1,3,5,0,1,4,1,2,1,0,3,0,0,2,98912
7,1,3,1,0,1,6,1,2,1,2,0,0,0,3,92990
7,1,3,1,0,1,6,1,2,0,3,0,0,0,3,119990
7,1,4,1,1,1,1,0,2,1,4,0,0,0,2,169990
7,1,4,1,0,1,1,0,2,1,3,0,0,0,2,139990
6,1,4,1,0,1,1,0,2,1,3,3,0,0,2,192990
1,1,4,2,0,2,1,0,2,1,3,3,0,0,2,299990
1,1,4,0,0,1,1,0,2,1,3,0,0,0,3,269990
1,1,4,1,0,1,1,0,2,1,3,0,0,0,2,139990
5,1,4,0,0,1,1,0,2,0,4,3,0,0,2,265998
1,1,4,1,0,1,5,0,2,0,3,0,0,0,4,441990
6,1,2,0,3,4,0,3,0,0,2,3,0,0,3,86990
6,1,2,0,3,4,0,3,0,0,3,3,0,0,3,109990
6,1,2,0,3,4,0,3,0,0,2,3,0,0,3,109590
1,1,3,0,0,5,0,3,0,0,3,3,0,0,2,146490
0,2,5,0,3,1,4,0,1,1,0,0,0,0,3,85990
0,2,5,0,3,1,4,0,1,1,0,0,0,0,3,112990
0,2,5,0,0,1,4,0,1,1,0,0,0,0,3,104990
0,2,5,0,0,1,4,0,1,1,0,0,0,0,3,132990
0,2,5,0,0,1,6,0,1,1,0,0,0,0,3,149990
0,2,5,0,3,1,6,0,1,1,0,0,0,0,3,125990
0,2,5,0,3,1,6,0,1,1,0,0,0,0,3,103990
0,2,5,0,3,1,6,0,1,1,0,0,0,0,3,101990
0,2,5,0,3,1,6,0,1,1,0,0,0,0,3,104990
0,2,5,0,3,1,6,0,1,1,0,0,0,0,3,131990
0,2,5,0,0,1,6,0,1,1,0,0,0,0,3,128990
0,2,5,0,0,1,6,0,1,1,0,0,0,0,3,184990
0,2,5,0,0,1,6,0,1,1,0,0,0,0,3,225990
0,2,5,0,2,1,6,0,1,1,0,0,0,0,3,124990
0,2,5,0,3,1,1,0,1,1,0,0,0,0,3,149990
0,2,5,0,0,1,1,0,1,1,0,0,0,0,3,169990
0,2,5,0,0,1,1,0,1,1,0,0,0,0,3,225990
0,2,5,0,0,1,1,0,1,1,0,0,0,0,3,243990
0,2,5,0,1,1,1,0,1,1,0,0,0,0,4,309990
1,1,6,7,2,5,0,3,2,1,0,3,0,0,2,45990
1,1,6,7,2,1,2,0,2,0,0,3,0,0,2,58100
1,1,6,7,3,5,4,0,2,1,0,0,0,0,2,62990
4,1,6,7,3,1,4,0,2,1,0,0,0,0,3,32990
1,1,6,7,2,1,4,0,2,1,0,0,0,0,3,33990
7,1,6,7,2,1,4,0,2,1,0,0,0,0,3,30990
3,1,6,7,2,1,4,0,2,1,0,0,0,0,3,36000
1,1,6,7,2,1,4,0,2,1,0,0,0,0,3,32990
3,1,6,7,2,1,4,0,2,1,0,0,0,0,2,35990
1,1,6,7,2,4,0,1,2,1,0,3,0,0,2,27990
1,1,6,7,2,1,0,1,2,1,0,0,0,0,2,25990
1,1,6,7,2,1,0,1,2,1,0,0,0,0,2,25990
1,1,6,7,2,1,0,1,2,1,0,3,0,0,2,30780
4,0,7,7,3,1,4,0,2,1,0,0,0,0,3,37990
1,0,7,7,3,1,4,0,2,1,0,0,0,0,3,35990
3,0,7,7,3,1,4,0,2,1,0,3,0,0,3,39490
3,0,7,7,3,1,4,0,2,1,0,3,0,0,3,36990
3,0,7,7,3,1,4,0,2,1,0,0,0,0,3,39990
1,0,7,7,2,1,4,0,2,1,0,0,0,0,3,33690
3,0,7,7,3,1,4,0,2,1,0,3,0,0,2,40590
1,0,7,7,2,1,4,0,2,1,0,0,0,0,3,37990
1,0,7,7,2,1,4,0,2,1,0,0,0,0,3,34500
7,0,7,7,3,1,6,0,2,1,0,0,0,0,3,36990
4,0,7,7,3,1,6,0,2,1,0,3,0,0,3,43490
4,0,7,7,3,1,6,0,2,1,0,0,0,0,3,41490
7,0,7,7,2,1,6,0,2,1,0,3,0,0,2,34990
4,0,7,7,2,1,6,0,2,1,0,0,0,0,3,44490
3,0,7,7,2,1,6,0,2,1,0,3,0,0,2,40590
3,0,7,7,3,1,6,0,2,1,0,3,0,0,2,42090
3,0,7,7,3,1,0,1,2,1,0,0,0,0,3,35990
4,0,7,7,3,1,0,1,2,1,0,0,0,0,3,39490
3,0,7,7,3,1,0,1,2,1,0,3,0,0,3,37390
3,0,7,7,2,1,0,1,2,1,0,0,0,0,2,52632
3,0,7,7,2,1,0,1,2,1,0,0,0,0,3,39990
3,0,7,7,2,1,0,1,2,1,0,0,0,0,2,43990
4,0,7,7,2,1,0,1,2,1,0,0,0,0,3,32917
5,0,7,7,2,1,0,1,2,1,0,3,0,0,2,34990
3,0,7,7,3,1,0,1,2,1,0,3,0,0,2,39990
4,0,7,7,3,1,4,1,2,1,0,0,0,0,3,41999
3,0,8,7,3,1,4,0,2,1,0,0,0,0,3,41990
3,0,8,7,3,1,4,0,2,1,0,0,0,0,3,44490
3,0,8,7,3,1,4,0,2,1,0,0,0,0,3,41990
3,0,8,7,3,1,4,0,2,1,0,0,0,0,3,44490
6,0,8,7,2,1,4,0,2,1,0,0,0,0,2,49990
3,0,8,7,2,1,4,0,2,1,0,0,0,0,3,44390
4,0,8,7,3,1,6,0,2,1,2,0,0,0,3,57990
5,0,8,7,3,1,6,0,2,1,2,0,0,0,3,56990
5,0,8,7,3,1,6,0,2,1,0,0,0,0,3,48990
4,0,8,7,3,1,6,0,2,1,0,0,0,0,3,49970
6,0,8,7,3,1,6,0,2,1,0,3,0,0,3,47990
4,0,8,7,3,1,6,0,2,1,0,0,0,0,3,48990
7,0,8,7,3,5,6,0,2,1,0,0,0,0,3,53990
5,0,8,7,3,1,6,0,2,1,0,0,0,0,3,52990
7,0,8,7,3,1,6,0,2,1,0,0,0,0,2,43990
5,0,8,7,3,1,6,0,2,1,2,3,0,0,3,59490
6,0,8,7,3,1,6,0,2,1,2,3,0,0,3,64990
3,0,8,7,3,1,6,0,2,1,0,3,0,0,1,47490
4,0,8,7,3,1,6,0,2,1,2,0,0,0,3,59990
5,0,8,7,3,1,6,0,2,1,2,3,0,0,3,69990
4,0,8,7,3,1,6,0,2,1,2,0,0,0,3,58990
3,0,8,7,3,1,6,0,2,1,0,0,0,0,3,59490
4,0,8,7,0,1,6,0,2,1,0,0,0,0,3,67500
4,0,8,7,3,1,6,0,2,0,0,3,0,0,3,48990
1,0,8,7,3,1,6,0,2,1,0,0,0,0,3,62450
1,0,8,7,3,1,6,0,2,1,0,0,0,0,3,58990
4,0,8,7,3,1,6,0,2,1,0,0,0,0,3,57999
1,0,8,7,0,1,6,0,2,1,0,3,0,0,3,56990
4,0,8,7,3,1,6,0,2,1,2,0,0,0,3,72990
4,0,8,7,0,1,6,0,2,1,0,0,0,0,3,65990
4,0,8,7,0,1,6,0,2,1,0,0,0,0,2,98020
4,0,8,7,0,1,6,0,2,1,1,0,0,0,3,63990
1,0,8,7,3,1,6,0,2,0,0,0,0,0,3,49890
3,0,8,7,3,1,6,0,2,1,0,0,0,0,3,49990
3,0,8,7,3,1,6,0,2,1,0,0,0,0,2,59490
4,0,8,7,3,1,6,0,2,1,0,0,0,0,3,73999
3,0,8,7,2,1,6,0,2,1,0,0,0,0,3,60990
3,0,8,7,2,1,6,0,2,1,3,3,0,0,3,76190
5,0,8,7,2,5,6,0,2,1,0,2,0,0,2,74798
1,0,8,7,2,1,6,0,2,1,0,0,0,0,3,58990
4,0,8,7,2,1,6,0,2,0,2,3,0,0,2,68100
5,0,8,7,2,1,6,0,2,1,0,0,0,0,2,77990
4,0,8,7,2,1,6,0,2,1,0,0,0,0,3,55090
1,0,8,7,2,5,6,0,2,1,0,3,0,0,2,91990
4,0,8,7,2,1,6,0,2,1,0,0,0,0,2,84208
7,0,8,7,2,1,6,0,2,1,0,0,0,0,3,44990
4,0,8,7,2,1,6,0,2,1,0,0,0,0,3,53490
5,0,8,7,2,1,6,0,2,1,2,3,0,0,2,76498
3,0,8,7,2,1,6,0,2,1,2,0,0,0,2,98920
6,0,8,7,2,1,6,0,2,1,0,3,0,0,3,54990
7,0,8,7,2,1,6,0,2,1,0,0,0,0,3,49990
4,0,8,7,2,1,6,0,2,0,0,3,0,0,2,52380
7,0,8,7,2,1,6,0,2,1,0,0,0,0,3,49990
4,0,8,7,2,1,6,0,2,1,0,0,0,0,3,52500
1,0,8,7,2,1,6,0,2,1,0,0,0,0,3,49990
7,0,8,7,2,1,6,0,2,1,0,0,0,0,2,75999
1,0,8,7,2,1,6,0,2,1,0,0,0,0,2,80990
5,0,8,7,2,1,6,0,2,0,0,0,0,0,2,59900
4,0,8,7,2,1,6,0,2,1,0,0,0,0,3,54590
3,0,8,7,2,1,6,0,2,1,0,0,0,0,2,75500
4,0,8,7,3,1,6,0,2,1,0,0,0,0,3,51890
1,0,8,7,0,1,6,0,2,1,0,0,0,0,1,78000
4,0,8,7,0,1,6,0,2,1,0,0,0,0,3,59999
4,0,8,7,3,1,6,0,2,1,2,0,0,0,2,64990
3,0,8,7,2,1,1,0,2,0,0,3,0,0,3,57900
5,0,8,7,2,5,1,0,2,1,0,2,0,0,2,81978
4,0,8,7,2,1,0,1,2,1,2,0,0,0,3,59990
3,0,8,7,3,1,4,1,2,1,0,3,0,0,3,49490
1,0,8,7,3,1,4,1,2,1,0,0,0,0,3,54990
5,0,8,7,3,1,4,1,2,1,2,3,0,0,3,68500
1,0,8,7,3,1,4,1,2,1,0,0,0,0,3,54990
1,0,8,7,3,1,4,1,2,0,0,0,0,0,3,54990
5,0,8,7,3,1,4,1,2,1,0,0,0,0,3,63990
4,0,8,7,2,1,4,1,2,1,2,0,0,0,3,80000
3,0,8,7,2,1,4,1,2,0,0,3,0,0,2,51990
1,0,8,7,2,1,4,1,2,1,0,0,0,0,3,62990
4,0,8,7,2,1,4,1,2,1,0,0,0,0,3,52990
1,0,8,7,2,1,4,1,2,1,0,0,0,0,2,75100
1,0,9,7,0,1,6,0,2,0,2,3,0,0,3,76990
1,0,9,7,0,1,6,0,2,1,2,0,0,0,2,79990
1,0,9,7,3,1,6,0,2,1,2,3,0,0,3,71990
1,0,9,7,3,1,6,0,2,1,2,3,0,0,3,71990
5,0,9,7,0,1,6,0,2,1,2,0,0,0,3,99990
1,0,9,7,0,1,6,0,2,1,0,0,0,0,2,79990
3,0,9,7,0,1,6,0,2,1,2,0,0,0,2,93990
1,0,9,7,0,1,6,0,2,1,2,3,0,0,3,82990
1,0,9,7,2,2,6,0,2,1,2,3,0,0,2,106990
1,0,9,7,2,1,6,0,2,1,0,0,0,0,3,92990
5,1,9,7,2,1,6,0,2,0,2,2,0,0,2,81490
1,0,9,7,2,1,6,0,2,1,0,0,0,0,2,56990
6,0,9,7,2,1,6,0,2,1,0,3,0,0,2,64990
5,0,9,7,2,1,6,0,2,1,0,0,0,0,3,60990
5,0,9,7,2,1,6,0,2,1,2,0,0,0,2,84988
4,0,9,7,2,1,6,0,2,1,2,0,0,0,3,90990
1,0,9,7,2,1,6,0,2,1,0,0,0,0,3,63990
5,0,9,7,2,1,6,0,2,1,0,0,0,0,3,63990
4,0,9,7,2,1,6,0,2,1,0,0,0,0,3,57999
1,0,9,7,2,1,6,0,2,0,2,3,0,0,2,72400
5,0,9,7,2,1,6,0,2,1,0,0,0,0,3,78990
7,0,9,7,2,1,6,0,2,1,0,0,0,0,2,59990
1,0,9,7,2,2,6,0,2,0,2,0,0,0,2,111990
4,0,9,7,2,1,6,0,2,0,0,3,0,0,2,109000
3,0,9,7,2,1,6,0,2,1,3,3,0,0,3,89990
5,0,9,7,2,1,6,0,2,1,0,2,0,0,2,78988
5,0,9,7,2,1,6,0,2,1,2,3,0,0,2,73138
5,0,9,7,2,1,6,0,2,1,2,0,0,0,2,106990
1,0,9,7,2,1,6,0,2,0,2,3,0,0,2,79990
3,0,9,7,2,1,6,0,2,1,0,0,0,0,2,89570
4,0,9,7,2,1,6,0,2,1,0,0,0,0,3,68500
5,0,9,7,0,1,6,0,2,1,0,0,0,0,2,73400
4,0,9,7,0,1,6,0,2,1,1,0,0,0,2,79990
4,0,9,7,0,1,6,0,2,1,2,0,0,0,1,84990
6,0,9,7,0,1,1,0,2,1,4,0,0,0,3,99990
1,0,9,7,3,5,1,0,2,1,2,3,0,0,3,72990
4,0,9,7,0,1,1,0,2,1,0,0,0,0,2,92990
4,0,9,7,0,1,1,0,2,1,0,0,0,0,2,84190
1,0,9,7,0,5,1,0,2,1,0,3,0,0,2,112990
1,0,9,7,2,2,1,0,2,0,2,0,0,0,2,114990
7,0,9,7,2,1,1,0,2,1,2,0,0,0,2,99990
1,0,9,7,2,1,1,0,2,0,2,3,0,0,3,95990
4,0,9,7,2,1,1,0,2,1,4,0,0,0,3,159990
1,0,9,7,2,1,1,0,2,1,0,0,0,0,2,76990
5,0,9,7,2,1,1,0,2,1,3,0,0,0,2,130990
1,0,9,7,2,1,1,0,2,1,0,0,0,0,2,99990
1,0,9,7,2,2,1,0,2,1,2,3,0,0,2,112990
5,0,9,7,2,1,1,0,2,1,0,0,0,0,2,77988
1,0,9,7,2,1,1,0,2,1,0,0,0,0,4,76000
1,0,9,7,2,5,1,0,2,1,2,0,0,0,3,99990
1,0,9,7,2,1,1,0,2,1,0,0,0,0,2,111000
1,0,9,7,0,5,1,0,2,1,0,0,0,0,2,84970
4,0,9,7,0,1,4,1,2,1,2,0,0,0,3,75990
7,0,9,7,0,1,4,1,2,1,3,0,0,0,3,89990
7,0,9,7,0,1,4,1,2,1,2,3,0,0,3,81990
5,0,9,7,2,1,6,1,2,0,0,3,0,0,2,80490
1,0,10,7,0,1,1,0,2,1,3,0,0,0,2,135990
1,0,10,7,0,1,1,0,2,0,0,0,0,0,3,154990
1,0,10,7,0,1,1,0,2,1,4,0,0,0,3,199990
1,0,10,7,0,1,1,0,2,1,2,3,0,0,3,114990
1,0,10,7,0,1,1,0,2,1,3,0,0,0,3,129990
1,0,10,7,0,5,1,0,2,1,2,0,0,0,3,114990
6,0,10,7,2,1,1,0,2,1,0,3,0,0,2,146990
1,0,10,7,2,1,1,0,2,1,0,0,0,0,3,104990
1,0,10,7,2,5,1,0,2,1,2,0,0,0,3,114990
1,0,10,7,2,5,1,0,2,1,2,0,0,0,4,124990
1,0,10,7,2,5,1,0,2,1,0,3,0,0,2,134990
4,0,10,7,2,1,1,0,2,1,4,0,0,0,2,141990
1,0,10,7,2,1,1,0,2,1,0,0,0,0,2,129990
1,0,10,7,2,5,1,0,2,1,2,0,0,0,3,142990
1,0,10,7,2,1,1,0,2,1,0,0,0,0,2,121990
1,0,10,7,2,5,1,0,2,1,2,0,0,0,3,124990
1,0,10,7,2,1,1,0,2,1,3,3,0,0,3,141990
1,0,10,7,2,1,1,0,2,1,2,0,0,0,2,162990
1,0,10,7,2,1,1,0,2,1,0,0,0,0,2,130500
1,0,10,7,2,1,1,0,2,1,2,3,0,0,2,116990
1,0,10,7,2,1,1,0,2,0,3,3,0,0,2,138990
1,0,10,7,2,5,1,0,2,1,2,0,0,0,2,234990
1,0,10,7,2,1,1,0,2,1,0,0,0,0,2,135990
1,0,10,7,2,1,1,0,2,1,0,0,0,0,2,144990
1,0,10,7,2,1,1,0,2,1,2,0,0,0,2,149990
1,0,10,7,2,1,1,0,2,1,2,0,0,0,2,142990
5,0,8,0,3,1,6,0,0,1,0,3,0,0,3,57490
